number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,critical_temp
5,69.17125,48.73937967,54.8727651,33.96678878,1.419173391,1.317457706,121.3276,17.50870667,41.8090109,41.87248477,753.08,1006.493333,708.3233404,943.4542847,1.543037642,0.906573844,810.6,688.532,290.5942009,335.941726,170.4,111.7733333,148.5844874,88.66684147,1.50703212,1.397602322,205,34.78666667,70.33804092,75.67581266,3698.6858,3097.7888,791.9470941,69.7434871,1.218288238,0.715670098,8958.571,2388.5712,3052.920006,3799.491926,62.564,111.5620667,31.6524096,87.69871133,1.158143597,0.75488813,138.63,75.9226,57.15221592,47.90376762,8.2524,5.3812,4.68830002,1.373063578,1.391841633,1.023528527,12.878,3.374933333,4.428100161,5.73484118,127.005316,113.874176,14.54364543,1.331853743,0.853359245,0.295943995,399.97342,106.6524907,154.8943183,174.8028196,2.2,2.046666667,2.168943542,2.03820371,1.594166699,1.215998733,1,1.026666667,0.4,0.210923894,90
4,76.5177175,56.44249229,59.31009613,35.65588427,1.197273033,1.016495368,122.90607,33.21512086,44.28945853,52.13676921,787.05,1011.597143,734.2196242,940.391699,1.313008024,0.795976772,772,734.6571429,314.5059658,353.7454214,151.75,104.5428571,131.3021966,84.18059881,1.275273991,1.19273405,171,43.88571429,65.57962717,67.37288257,4434.35725,2936.359429,674.4847514,53.10407039,0.99598278,0.791445302,8958.571,1579.583429,3402.856196,3571.744474,79.6075,111.4722857,48.47726468,96.99835663,1.096671769,0.775687763,135.97,81.242,54.37309692,43.15668265,6.9055,3.846857143,3.479474849,1.040985986,1.088575342,0.994998193,12.878,1.744571429,4.599064117,4.666919554,112.006645,61.50090286,8.339818346,0.63390965,0.403693221,0.29560903,399.97342,57.12766857,166.7423511,138.3952288,2.25,2.257142857,2.213363839,2.21978343,1.368922361,1.066221032,1,1.085714286,0.433012702,0.437058815,34
6,103.9039667,89.58908155,73.25986015,69.20874023,1.511455275,1.49170764,192.981,35.98197476,76.81799621,65.27383196,769.1,723.7014563,736.1386152,700.9902957,1.743752792,1.660819739,764.1,199.9203883,253.1602128,207.9696744,150.5,159.1699029,136.6528333,149.0631295,1.717137043,1.558779741,171,38.98058252,53.52491632,47.07271041,5710.238167,5639.944563,1339.974702,2189.738881,1.412118731,1.272212485,11338.571,2696.560291,4438.544854,3958.349696,67.01666667,69.80864078,33.70051225,32.46078793,1.39647502,1.196205805,138.63,35.29737864,54.35274623,54.99898104,7.588666667,9.301019417,4.666803348,6.897534454,1.582432099,1.382222779,12.878,3.921165049,4.175855468,3.732777257,113.00443,170.2501534,16.58868039,39.70382795,1.030223555,0.786583801,399.97342,120.3857689,144.8527951,166.1464931,2.833333333,2.606796117,2.615320972,2.413980914,1.707475435,1.619960867,3,0.762135922,1.213351648,1.176531197,112
5,83.24476,58.8671686,59.50608142,35.88382133,1.311510373,1.373305197,192.981,24.98398678,67.23383471,64.05013598,779.88,1008.405785,740.3993327,947.9419829,1.553218704,1.012105145,764.1,666.4157025,276.0631478,333.0221565,149.8,105.6528926,133.4253112,86.03789794,1.519537361,1.572595286,171,16.1322314,58.6085318,66.25404535,4584.2858,2929.032107,874.1647863,62.61893898,1.161774357,1.099541272,9778.571,1292.455496,4004.273231,3969.599157,73.1,105.7813223,33.14878276,68.96312316,1.200885906,0.822081326,138.63,76.29371901,57.64567252,52.55967513,8.1524,4.915289256,4.646433492,1.302527395,1.392937492,1.396683647,12.878,1.612975207,4.361026375,5.249169926,128.605316,71.8159314,14.28764329,0.940775427,0.871976277,0.777346549,399.97342,52.87828347,154.0080285,137.1662187,2.6,2.396694215,2.402248868,2.257616456,1.519382665,1.361225314,3,0.94214876,1.2,1.016226522,82.4
6,97.526335,59.25024614,70.80882607,36.02587857,1.53386154,1.409908175,192.981,27.04848676,69.18675714,64.3340698,748.0666667,1008.706341,712.7013225,948.2459394,1.738107073,1.018915006,764.1,704.0412153,261.857771,332.9968105,161.8333333,105.6882431,145.2414857,86.02646008,1.709741099,1.599620695,174,28.19682959,59.88716242,66.38877554,5373.5715,2951.792078,1296.871885,62.75555072,1.42725736,1.142085548,9778.571,1291.173576,4059.149707,3984.807127,69.5,105.975,35.67446971,69.60517724,1.426418382,0.831397337,138.63,76.44484808,53.23519794,52.31168017,9.593666667,4.937918098,5.756404684,1.303154731,1.590203861,1.438189329,16.578,1.675033025,5.122015283,5.288749804,110.00443,71.14044658,14.70760596,0.929856118,0.969184034,0.774476556,399.97342,52.82586782,146.6129559,136.9534228,2.666666667,2.399603699,2.492882872,2.260370193,1.71707598,1.377633099,3,1.065389696,1.105541597,1.01613137,83.9
6,97.526335,59.53202811,70.80882607,36.1003071,1.53386154,1.433260659,192.981,26.40338242,69.18675714,64.5733482,748.0666667,1009.706978,712.7013225,949.2604408,1.738107073,1.020935707,764.1,704.1072416,261.857771,332.906846,161.8333333,105.5905201,145.2414857,85.89951482,1.709741099,1.616433904,174,27.37327189,59.88716242,66.50387835,5373.5715,2967.656584,1296.871885,62.34615819,1.42725736,1.169557935,9778.571,1286.918795,4059.149707,3997.729733,69.5,106.2520079,35.67446971,70.36649731,1.426418382,0.836854236,138.63,76.60250165,53.23519794,52.03143377,9.593666667,4.949583937,5.756404684,1.298473655,1.590203861,1.463710541,16.578,1.614219882,5.122015283,5.326568151,110.00443,70.3039954,14.70760596,0.911611832,0.969184034,0.770040419,399.97342,52.65189663,146.6129559,136.621519,2.666666667,2.401579987,2.492882872,2.262477408,1.71707598,1.386991401,3,1.058591178,1.105541597,1.015040353,83.9
6,97.526335,60.62819033,70.80882607,36.49775314,1.53386154,1.477172937,192.981,25.43621639,69.18675714,65.37254845,748.0666667,1010.896721,712.7013225,950.46667,1.738107073,1.026585775,764.1,700.7098361,261.857771,332.7986995,161.8333333,105.6393443,145.2414857,85.81677715,1.709741099,1.64776624,174,25.08196721,59.88716242,66.89410099,5373.5715,3032.41241,1296.871885,62.52032645,1.42725736,1.223823449,9778.571,1281.849885,4059.149707,4040.609719,69.5,106.8631148,35.67446971,72.38162327,1.426418382,0.853050704,138.63,76.89983607,53.23519794,51.26205814,9.593666667,5.012229508,5.756404684,1.298091971,1.590203861,1.508750999,16.578,1.597934426,5.122015283,5.44051596,110.00443,68.2274941,14.70760596,0.87748419,0.969184034,0.751321655,399.97342,52.44463705,146.6129559,135.9029653,2.666666667,2.409836066,2.492882872,2.270416797,1.71707598,1.406475961,3,1.032786885,1.105541597,1.014275954,84.3
6,97.526335,62.48150662,70.80882607,37.19348878,1.53386154,1.509994669,192.981,25.94860124,69.18675714,66.64709279,748.0666667,1012.565276,712.7013225,952.1603413,1.738107073,1.026682638,764.1,694.5020215,261.857771,332.640951,161.8333333,105.7763287,145.2414857,85.72906704,1.709741099,1.664533103,174,22.2367134,59.88716242,67.54156677,5373.5715,3142.283059,1296.871885,63.04149712,1.42725736,1.270005903,9778.571,1274.73683,4059.149707,4108.960631,69.5,107.8371373,35.67446971,75.78523867,1.426418382,0.87398813,138.63,77.32654059,53.23519794,49.96360087,9.593666667,5.120337137,5.756404684,1.299705259,1.590203861,1.531937624,16.578,1.587846756,5.122015283,5.622546579,110.00443,64.86609353,14.70760596,0.826738557,0.969184034,0.70191437,399.97342,52.15379561,146.6129559,134.6901201,2.666666667,2.423866971,2.492882872,2.283868292,1.71707598,1.419448882,3,1.021845452,1.105541597,1.01327558,37.7
6,97.526335,64.20497473,70.80882607,37.82067251,1.53386154,1.514468295,192.981,26.39542543,69.18675714,67.79632863,748.0666667,1014.8923,712.7013225,954.5290385,1.738107073,1.014934702,764.1,708.8263022,261.857771,332.4037045,161.8333333,105.7806535,145.2414857,85.53019304,1.709741099,1.647512907,174,25.20219994,59.88716242,68.1539527,5373.5715,3243.583448,1296.871885,63.01726712,1.42725736,1.285813667,9778.571,1264.828069,4059.149707,4170.74713,69.5,108.8767389,35.67446971,79.4140331,1.426418382,0.888496596,138.63,77.89517955,53.23519794,48.59751407,9.593666667,5.215917826,5.756404684,1.296101585,1.590203861,1.513701798,16.578,1.573794241,5.122015283,5.7932902,110.00443,61.40244153,14.70760596,0.773498657,0.969184034,0.620056364,399.97342,51.74864226,146.6129559,133.2774744,2.666666667,2.43675186,2.492882872,2.296529104,1.71707598,1.413672832,3,1.0617923,1.105541597,1.011161423,1.5
6,94.69796667,61.08916667,69.57041268,36.93764659,1.541451786,1.467407338,192.981,25.86015333,66.50466266,65.2297648,741.05,1005.158333,703.9465251,944.1929516,1.735033246,1.038615415,766.2,691.205,266.5481117,334.1667993,163.3333333,106.75,146.2066693,86.70923741,1.707450014,1.651892239,183,25.35,61.46724512,67.29824787,4694.238167,3014.995467,1178.342487,65.94904334,1.426113262,1.178405014,9778.571,1303.237867,3663.643593,3983.445831,69.5,106.2691667,35.67446971,71.56904292,1.426418382,0.86472089,138.63,75.8065,53.23519794,51.47888902,8.343666667,4.967066667,5.216112253,1.323754857,1.61420242,1.46565561,12.878,1.628266667,4.003961441,5.262947228,109.50443,69.314176,14.23929558,0.927140084,0.956483428,0.74777892,399.97342,53.31915733,146.9340439,136.762612,2.666666667,2.416666667,2.492882872,2.275220635,1.71707598,1.414713547,3,1.016666667,1.105541597,1.021300913,84.3
6,94.69796667,62.95393333,69.57041268,37.76734595,1.541451786,1.498641429,192.981,26.52812,66.50466266,66.19459417,741.05,1004.45,703.9465251,943.0159766,1.735033246,1.042153167,766.2,682.09,266.5481117,335.0910968,163.3333333,107.3666667,146.2066693,86.96187015,1.707450014,1.669785557,183,22.73333333,61.46724512,68.25759217,4694.238167,3076.562133,1178.342487,67.30242041,1.426113262,1.212313217,9778.571,1303.237867,3663.643593,3988.870483,69.5,107.063,35.67446971,74.72400611,1.426418382,0.889957781,138.63,75.871,53.23519794,50.24619768,8.343666667,4.979733333,5.216112253,1.325637103,1.61420242,1.482286363,12.878,1.628266667,4.003961441,5.272437203,109.50443,66.214176,14.23929558,0.886945616,0.956483428,0.695572023,399.97342,53.31915733,146.9340439,135.8703424,2.666666667,2.433333333,2.492882872,2.29064808,1.71707598,1.430577383,3,1,1.105541597,1.02252411,28.5
6,94.69796667,64.8187,69.57041268,38.61568214,1.541451786,1.50309306,192.981,27.19608667,66.50466266,67.09375284,741.05,1003.741667,703.9465251,941.8404687,1.735033246,1.035823901,766.2,690.4966667,266.5481117,336.0113586,163.3333333,107.9833333,146.2066693,87.21523896,1.707450014,1.653184038,183,25.96666667,61.46724512,69.19814344,4694.238167,3138.1288,1178.342487,68.68357088,1.426113262,1.226403166,9778.571,1303.237867,3663.643593,3993.338685,69.5,107.8568333,35.67446971,78.01804887,1.426418382,0.910400793,138.63,75.9355,53.23519794,48.96962737,8.343666667,4.9924,5.216112253,1.327522027,1.61420242,1.467675987,12.878,1.628266667,4.003961441,5.281879751,109.50443,63.114176,14.23929558,0.848493707,0.956483428,0.610967549,399.97342,53.31915733,146.9340439,134.9009556,2.666666667,2.45,2.492882872,2.306180133,1.71707598,1.428474422,3,1.033333333,1.105541597,1.023474475,1.5
6,97.24713333,61.34408333,70.69131211,36.99673238,1.534688251,1.474342885,192.981,25.86015333,68.90081811,65.61316333,746.7333333,1005.726667,711.0787565,945.1452533,1.737573819,1.040669034,764.1,690.6366667,262.6833814,333.4150866,162.5,106.6666667,145.6744074,86.67761929,1.70875242,1.65057893,178,25.43333333,60.571583,67.14726767,5331.238167,3078.695467,1290.913202,66.55352313,1.428657808,1.221324921,9778.571,1303.237867,4018.896111,4048.607116,69.5,106.2691667,35.67446971,71.56904292,1.426418382,0.86472089,138.63,75.8065,53.23519794,51.47888902,10.11033333,5.143733333,5.921184819,1.340644822,1.568775299,1.520298861,19.678,1.628266667,5.917457834,5.57414019,109.6710967,69.33084267,14.40397556,0.928206798,0.960826796,0.748959584,399.97342,53.31915733,146.8261467,136.7559309,2.666666667,2.416666667,2.492882872,2.275220635,1.71707598,1.414713547,3,1.016666667,1.105541597,1.021300913,84.3
6,97.24713333,63.46376667,70.69131211,37.88826856,1.534688251,1.506487205,192.981,26.52812,68.90081811,66.93297294,746.7333333,1005.586667,711.0787565,944.9191651,1.737573819,1.045473001,764.1,680.9533333,262.6833814,333.5915884,162.5,107.2,145.6744074,86.89846123,1.70875242,1.668269126,178,22.73333333,60.571583,67.96096919,5331.238167,3203.962133,1290.913202,68.541844,1.428657808,1.267085647,9778.571,1303.237867,4018.896111,4115.099384,69.5,107.063,35.67446971,74.72400611,1.426418382,0.889957781,138.63,75.871,53.23519794,50.24619768,10.11033333,5.333066667,5.921184819,1.359680874,1.568775299,1.541968868,19.678,1.628266667,5.917457834,5.87129214,109.6710967,66.24750933,14.40397556,0.888987728,0.960826796,0.697697799,399.97342,53.31915733,146.8261467,135.8576506,2.666666667,2.433333333,2.492882872,2.29064808,1.71707598,1.430577383,3,1,1.105541597,1.02252411,32.9
6,97.24713333,65.58345,70.69131211,38.8012887,1.534688251,1.510063248,192.981,27.19608667,68.90081811,68.1613704,746.7333333,1005.446667,711.0787565,944.6931311,1.737573819,1.040126789,764.1,690.4966667,262.6833814,333.7679381,162.5,107.7333333,145.6744074,87.11986585,1.70875242,1.651810623,178,25.96666667,60.571583,68.76090621,5331.238167,3329.2288,1290.913202,70.58956698,1.428657808,1.283065971,9778.571,1303.237867,4018.896111,4176.779001,69.5,107.8568333,35.67446971,78.01804887,1.426418382,0.910400793,138.63,75.9355,53.23519794,48.96962737,10.11033333,5.5224,5.921184819,1.378987223,1.568775299,1.518458835,19.678,1.628266667,5.917457834,6.148285103,109.6710967,63.164176,14.40397556,0.851425762,0.960826796,0.614020035,399.97342,53.31915733,146.8261467,134.8829267,2.666666667,2.45,2.492882872,2.306180133,1.71707598,1.428474422,3,1.033333333,1.105541597,1.023474475,1.5
6,96.85902,61.305272,70.52631789,36.98808823,1.535811095,1.473314989,192.981,25.86015333,68.51080804,65.55116076,745.5666667,1005.61,709.6436663,944.9543318,1.737088088,1.040250405,764.1,690.7533333,263.4313488,333.5648751,162.5,106.6666667,145.6744074,86.67761929,1.70875242,1.65057893,178,25.43333333,60.571583,67.14726767,5286.0715,3074.1788,1284.400297,66.51986912,1.429999262,1.218669502,9778.571,1303.237867,3977.983485,4042.070989,69.5,106.2691667,35.67446971,71.56904292,1.426418382,0.86472089,138.63,75.8065,53.23519794,51.47888902,9.627,5.0954,5.767769877,1.337130102,1.588947277,1.50803313,16.778,1.628266667,5.169237694,5.457328129,109.8377633,69.34750933,14.55974704,0.929205753,0.965058054,0.750123704,399.97342,53.31915733,146.7191167,136.7493693,2.666666667,2.416666667,2.492882872,2.275220635,1.71707598,1.414713547,3,1.016666667,1.105541597,1.021300913,84.3
6,96.85902,63.386144,70.52631789,37.8705657,1.535811095,1.505345856,192.981,26.52812,68.51080804,66.81380002,745.5666667,1005.353333,709.6436663,944.5374521,1.737088088,1.044797562,764.1,681.1866667,263.4313488,333.8908012,162.5,107.2,145.6744074,86.89846123,1.70875242,1.668269126,178,22.73333333,60.571583,67.96096919,5286.0715,3194.9288,1284.400297,68.47254264,1.429999262,1.263953867,9778.571,1303.237867,3977.983485,4102.499468,69.5,107.063,35.67446971,74.72400611,1.426418382,0.889957781,138.63,75.871,53.23519794,50.24619768,9.627,5.2364,5.767769877,1.352560967,1.588947277,1.530707882,16.778,1.628266667,5.169237694,5.650379324,109.8377633,66.28084267,14.55974704,0.890902251,0.965058054,0.699788137,399.97342,53.31915733,146.7191167,135.8451948,2.666666667,2.433333333,2.492882872,2.29064808,1.71707598,1.430577383,3,1,1.105541597,1.02252411,40.7
6,96.85902,65.467016,70.52631789,38.7740977,1.535811095,1.509075186,192.981,27.19608667,68.51080804,67.98935956,745.5666667,1005.096667,709.6436663,944.1207563,1.737088088,1.039252773,764.1,690.4966667,263.4313488,334.2162124,162.5,107.7333333,145.6744074,87.11986585,1.70875242,1.651810623,178,25.96666667,60.571583,68.76090621,5286.0715,3315.6788,1284.400297,70.48253639,1.429999262,1.280107506,9778.571,1303.237867,3977.983485,4158.545992,69.5,107.8568333,35.67446971,78.01804887,1.426418382,0.910400793,138.63,75.9355,53.23519794,48.96962737,9.627,5.3774,5.767769877,1.368169909,1.588947277,1.51148015,16.778,1.628266667,5.169237694,5.833642148,109.8377633,63.214176,14.55974704,0.854177688,0.965058054,0.617015549,399.97342,53.31915733,146.7191167,134.8652475,2.666666667,2.45,2.492882872,2.306180133,1.71707598,1.428474422,3,1.033333333,1.105541597,1.023474475,1.5
5,83.24476,58.21188322,59.50608142,35.97365071,1.311510373,1.407001317,192.981,22.87272611,67.23383471,63.08144186,779.88,995.4042506,740.3993327,934.0437462,1.553218704,1.049532254,764.1,627.1076702,276.0631478,335.8246041,149.8,108.4026846,133.4253112,88.2370396,1.519537361,1.592520901,171,9.715564078,58.6085318,67.00622844,4584.2858,2881.216951,874.1647863,69.04719983,1.161774357,1.134714418,9778.571,1249.495736,4004.273231,3911.958456,73.1,102.5712688,33.14878276,62.95671223,1.200885906,0.82721017,138.63,73.81639501,57.64567252,54.71785774,8.1524,5.025131991,4.646433492,1.380081049,1.392937492,1.428267517,12.878,1.559080217,4.361026375,5.203263944,128.605316,75.82080499,14.28764329,1.111455458,0.871976277,0.83999263,399.97342,51.12070987,154.0080285,136.765848,2.6,2.383509108,2.402248868,2.248543023,1.519382665,1.396410221,3,0.849472675,1.2,1.001722561,81
6,97.526335,57.57033613,70.80882607,35.0345647,1.53386154,1.42751561,192.981,26.97721275,69.18675714,64.1534938,748.0666667,1010.83913,712.7013225,951.2819655,1.738107073,1.024913516,764.1,705.6461133,261.857771,331.1564371,161.8333333,104.71278,145.2414857,85.5520493,1.709741099,1.631383604,174,25.13438735,59.88716242,65.09720497,5373.5715,2908.444613,1296.871885,61.06050494,1.42725736,1.144265678,9778.571,1287.767509,4059.149707,3989.889493,69.5,105.9836298,35.67446971,68.54533381,1.426418382,0.827280724,138.63,76.61890646,53.23519794,52.44497291,9.593666667,4.943277997,5.756404684,1.29988508,1.590203861,1.457306397,16.578,1.670619236,5.122015283,5.29851648,110.00443,76.38784087,14.70760596,0.975619516,0.969184034,0.808827011,399.97342,52.68659918,146.6129559,138.5514901,2.666666667,2.398550725,2.492882872,2.259641384,1.71707598,1.3868366,3,1.067852437,1.105541597,1.014998462,80
6,97.526335,57.92571509,70.80882607,35.15537042,1.53386154,1.45189659,192.981,26.37733502,69.18675714,64.43132057,748.0666667,1011.334791,712.7013225,951.7841374,1.738107073,1.029160515,764.1,704.7080237,261.857771,331.1123008,161.8333333,104.711608,145.2414857,85.50869552,1.709741099,1.651032993,174,24.44195988,59.88716242,65.23026293,5373.5715,2929.215715,1296.871885,61.04373368,1.42725736,1.172692886,9778.571,1285.647817,4059.149707,4004.449792,69.5,106.200296,35.67446971,69.21447852,1.426418382,0.833919084,138.63,76.5578757,53.23519794,52.1878448,9.593666667,4.962677409,5.756404684,1.299000301,1.590203861,1.484927025,16.578,1.612627425,5.122015283,5.33705341,110.00443,75.66051226,14.70760596,0.962027027,0.969184034,0.80814526,399.97342,52.59992839,146.6129559,138.3306268,2.666666667,2.401183821,2.492882872,2.262202193,1.71707598,1.398134059,3,1.059519895,1.105541597,1.014617877,83
6,97.526335,59.04121209,70.80882607,35.55503479,1.53386154,1.499076446,192.981,24.62170691,69.18675714,65.26501331,748.0666667,1012.41848,712.7013225,952.8823532,1.738107073,1.037763528,764.1,701.1111402,261.857771,331.0144404,161.8333333,104.7824377,145.2414857,85.4440838,1.709741099,1.691088205,174,22.34469201,59.88716242,65.63607402,5373.5715,2995.03955,1296.871885,61.29459221,1.42725736,1.229629541,9778.571,1281.008942,4059.149707,4048.104383,69.5,106.7993119,35.67446971,71.18307255,1.426418382,0.850529503,138.63,76.81602228,53.23519794,51.42592579,9.593666667,5.026783748,5.756404684,1.299368574,1.590203861,1.537413289,16.578,1.596741809,5.122015283,5.45068105,110.00443,73.58909245,14.70760596,0.926928542,0.969184034,0.802570058,399.97342,52.41025224,146.6129559,137.711935,2.666666667,2.409567497,2.492882872,2.270228125,1.71707598,1.421561378,3,1.033420708,1.105541597,1.013997809,81
6,97.526335,60.84366326,70.80882607,36.19906421,1.53386154,1.537517592,192.981,24.59373902,69.18675714,66.56175379,748.0666667,1014.466743,712.7013225,954.9621083,1.738107073,1.042229407,764.1,695.7098275,261.857771,330.8185775,161.8333333,104.8499837,145.2414857,85.29493241,1.709741099,1.725274968,174,18.90790758,59.88716242,66.29276605,5373.5715,3101.005765,1296.871885,61.50963593,1.42725736,1.280452228,9778.571,1272.24513,4059.149707,4116.079992,69.5,107.8182558,35.67446971,74.59789205,1.426418382,0.870907905,138.63,77.32785552,53.23519794,50.11588067,9.593666667,5.128345591,5.756404684,1.297984451,1.590203861,1.576030517,16.578,1.584313049,5.122015283,5.631055279,110.00443,70.10884098,14.70760596,0.869132841,0.969184034,0.783315686,399.97342,52.05191398,146.6129559,136.5721384,2.666666667,2.423039375,2.492882872,2.283276525,1.71707598,1.4416335,3,0.991213798,1.105541597,1.012458805,46.5
7,101.7613786,59.44131705,75.31392201,36.2040582,1.699210807,1.635905778,192.981,21.5472082,71.31302823,63.90523758,747.1428571,1011.656721,717.5381772,951.6094258,1.900821449,1.069489273,764.1,698.2593443,240.4725815,331.9411398,159.2857143,105.7508197,145.5003231,85.90205114,1.877067974,1.730236784,171,25.69180328,54.02569306,66.84562745,5533.347,2993.205852,1591.727684,62.16791493,1.606853579,1.372126804,11338.571,1174.308902,4132.074589,4021.502228,61.88571429,105.5143607,33.31610333,70.96841673,1.554468317,0.854279659,138.63,76.91252459,51.86665096,52.41226704,8.133142857,4.812491803,5.301901972,1.270268561,1.766301071,1.563338404,12.878,1.624196721,4.089668077,5.230919446,99.28951143,68.15864164,16.64682534,0.896063119,1.11994545,0.784248967,399.97342,52.44463705,138.251402,135.5420446,2.857142857,2.393442623,2.667096611,2.263479227,1.874063208,1.511520861,3,1.02295082,1.124858268,0.973058193,71
7,101.7613786,59.44131705,75.31392201,36.2040582,1.699210807,1.635905778,192.981,21.5472082,71.31302823,63.90523758,747.1428571,1011.656721,717.5381772,951.6094258,1.900821449,1.069489273,764.1,698.2593443,240.4725815,331.9411398,159.2857143,105.7508197,145.5003231,85.90205114,1.877067974,1.730236784,171,25.69180328,54.02569306,66.84562745,5533.347,2993.205852,1591.727684,62.16791493,1.606853579,1.372126804,11338.571,1174.308902,4132.074589,4021.502228,61.88571429,105.5143607,33.31610333,70.96841673,1.554468317,0.854279659,138.63,76.91252459,51.86665096,52.41226704,8.133142857,4.812491803,5.301901972,1.270268561,1.766301071,1.563338404,12.878,1.624196721,4.089668077,5.230919446,99.28951143,68.15864164,16.64682534,0.896063119,1.11994545,0.784248967,399.97342,52.44463705,138.251402,135.5420446,2.857142857,2.393442623,2.667096611,2.263479227,1.874063208,1.511520861,3,1.02295082,1.124858268,0.973058193,72
7,101.7613786,59.41284921,75.31392201,36.18468923,1.699210807,1.635957022,192.981,21.53308814,71.31302823,63.89396747,747.1428571,1011.85426,717.5381772,951.8102399,1.900821449,1.068880295,764.1,698.6622543,240.4725815,331.9220131,159.2857143,105.7129751,145.5003231,85.86929489,1.877067974,1.730139652,171,25.67496723,54.02569306,66.84006205,5533.347,2991.245317,1591.727684,62.01440157,1.606853579,1.372128961,11338.571,1173.538431,4132.074589,4020.913311,61.88571429,105.5385976,33.31610333,71.00084391,1.554468317,0.853801357,138.63,76.95550459,51.86665096,52.40363927,8.133142857,4.809483617,5.301901972,1.2688174,1.766301071,1.563402734,12.878,1.623132372,4.089668077,5.23052458,99.28951143,68.11399415,16.64682534,0.893999825,1.11994545,0.784250931,399.97342,52.41025224,138.251402,135.5088436,2.857142857,2.393184797,2.667096611,2.26329567,1.874063208,1.511127706,3,1.023591088,1.124858268,0.97279142,73
5,92.26674,115.0517316,64.81266197,93.77269763,1.323286609,1.181008544,188.3839,52.94300526,69.23265515,64.62528064,747.78,653.6263158,702.115184,634.6340332,1.54100619,1.493403722,810.6,173.2210526,293.2861361,181.8608168,159.2,176.3684211,139.7433718,166.4880509,1.507320792,1.367625029,205,64.05263158,67.21130857,53.52835995,5174.2858,7034.812053,962.3642484,3954.466932,1.165065441,1.080951353,11848.571,3118.345842,4506.89548,4038.78936,60.484,55.28368421,29.1775464,30.96535814,1.112638623,0.986692417,138.63,37.45578947,58.434336,52.24375926,6.8124,8.258,3.839584976,6.578645239,1.345508467,1.214579804,12.878,4.125157895,4.340205414,3.893826206,132.805316,164.2119253,17.74741317,56.0920613,0.949904122,0.759771643,399.97342,126.3143905,151.1646393,168.5627213,2.2,2.263157895,2.168943542,2.22520384,1.594166699,1.426387196,1,0.684210526,0.4,0.440347382,106
5,72.32465,51.22789385,58.63710174,34.92485292,1.44461203,1.306313761,121.3276,20.99835769,40.05351182,44.18872347,787.02,1003.655615,745.0910123,937.5997593,1.551741321,0.900286424,810.6,705.3020769,279.1810982,342.3720916,162.8,114.5638462,142.2453388,89.70032586,1.504459863,1.357087508,205,38.56307692,69.42449136,79.2469155,4963.4858,2949.955615,1096.147284,66.32239112,1.318041665,0.848473128,8958.571,2046.245923,3206.849096,3635.36318,65.23,108.9322308,42.65503213,86.15246546,1.253393884,0.764173812,127.05,76.69107692,54.60631465,49.63946026,9.3044,5.251923077,5.160593357,1.337080394,1.390197361,1.076420022,13.578,2.961,4.963869201,5.650900813,102.805316,95.65815846,12.07793525,1.09219952,0.713636562,0.218140714,399.97342,91.37030308,151.0028713,165.8006106,2.4,2.079230769,2.352158045,2.065293801,1.589026915,1.219461083,1,1.07,0.489897949,0.270098601,84
